Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km),Bemerkungen
audi,Audi A4,blau,02/2020,2020,37644,170,231,Automatik,Diesel,"5,5 l/100 km",144 g/km,68381.0,Avant 45 TDI quattro S line AHK+KEYLESS-GO+PAN
audi,Audi A6,blau,03/2020,2020,54747,250,340,Automatik,Benzin,"9,3 l/100 km",212 g/km,40195.0,55 TFSI qu. AHK B&O Pano StdHzg LED Vir
audi,Audi Q5,blau,12/2020,2020,51480,195,265,Automatik,Benzin,"7,2 l/100 km",165 g/km,14613.0,S line 45 TFSI quattro Matrix-LED/Luftfwk./NA
audi,Audi Q5,blau,03/2020,2020,31950,140,190,Automatik,Diesel,"5,6 l/100 km",149 g/km,142735.0,"quattro S-Line+Ext NAVI+/MATRIX/VIRTUAL/20"""
audi,Audi RS3,blau,06/2020,2020,49950,294,400,Automatik,Benzin,"8,5 l/100 km",194 g/km,7833.0,RS3 Sportback 2.5 TFSI quattro *wenig KM*8xFach*
audi,Audi A8,blau,05/2020,2020,88915,320,435,Automatik,Diesel,"7,2 l/100 km",189 g/km,76455.0,Lang 60 TDI quattro tiptronic Pano Navi
audi,Audi RS3,blau,04/2020,2020,52450,294,400,Automatik,Benzin,"9,6 l/100 km",216 g/km,36663.0,2.5TFSI quattro *Matrix*B&O*Pano*
audi,Audi A6,blau,07/2020,2020,34900,150,204,Automatik,Diesel,"4,9 l/100 km",129 g/km,37900.0,Avant 40 TDI  NAVI BUSINESS LED PDC AHK SHZ
audi,Audi A6,blau,03/2020,2020,34840,150,204,Automatik,Hybrid (Elektro/Diesel),,- (g/km),84466.0,2.0 TDI S-tronic
audi,Audi Q3,blau,06/2020,2020,26000,110,150,Schaltgetriebe,Diesel,"5,7 l/100 km",150 g/km,110000.0,35 TDI Quattro  S Line int. ACC  LED Virtual
audi,Audi A3,blau,02/2020,2020,30990,140,190,Automatik,Benzin,"7,3 l/100 km",166 g/km,63909.0,Sportback S line 40 TFSI qu S tronic *7-Sitzer*Vir
audi,Audi Q5,blau,02/2020,2020,42950,270,367,Automatik,Hybrid,"2,2 l/100 km",49 g/km,72247.0,55 TFSI e quattro sport Navi Pano LED Bluetooth
audi,Audi RS5,blau,12/2020,2020,74780,331,450,Automatik,Benzin,"9,1 l/100 km",208 g/km,19700.0,2.9 TFSI quattro Coupe Abgasanl. HUD B&O ACC
audi,Audi RS5,blau,07/2020,2020,72995,331,450,Automatik,Benzin,"9,1 l/100 km",208 g/km,22506.0,"quattro *280km/h-RS AGA-20""LM*"
audi,Audi A6,blau,12/2020,2020,45390,150,204,Automatik,Diesel,"4,6 l/100 km",122 g/km,70172.0,Avant 40 TDI S tronic STANDHEIZUNG  LED  MMI NAVI
audi,Audi A6,blau,06/2020,2020,29990,210,286,Automatik,Diesel,"7,2 l/100 km",189 g/km,28600.0,"design 50 TDI LUFT*StdHz*MATRIX*AHK*18"""
audi,Audi A4,blau,06/2020,2020,44840,140,190,Automatik,Diesel,,140 g/km,72800.0,A4 Avant 40 TDI quattro S line #AHK#19Zoll#LED#
audi,Audi TT,blau,08/2020,2020,53900,180,245,Automatik,Benzin,,- (g/km),20769.0,45 TFSI Q S LINE KAMERA LED BuO SITZHZ
audi,Audi S5,blau,10/2020,2020,52900,255,347,Automatik,Diesel,"6,2 l/100 km",161 g/km,22500.0,Sportback 3.0 TDI quattro  - 5.Jahre Garantie
audi,Audi S5,blau,07/2020,2020,36980,260,354,Automatik,Benzin,,- (g/km),45000.0,3.0 TFSI Sportback Pano 360 Kamera B&O ACC
audi,Audi A4,blau,01/2020,2020,110950,170,231,Automatik,Diesel,"5,5 l/100 km",144 g/km,64612.0,Avant 45 TDI quattro S line+LED+PanoDach+Navi
audi,Audi S8,blau,09/2020,2020,36980,420,571,Automatik,Benzin,"11,3 l/100 km",258 g/km,26800.0,4.0 TFSI KERAMIK-PANO-STANDHZG-UPE 189.710!
audi,Audi Q5,blau,01/2020,2020,24480,270,367,Automatik,Hybrid,"2,2 l/100 km",49 g/km,100000.0,"55 TFSI e S-Line+Ext NAVI/ACC+/MATRIX/HUD/20"""
audi,Audi A3,blau,04/2020,2020,42450,150,204,Automatik,Hybrid,"1,6 l/100 km",38 g/km,33778.0,Sportback Sport e-tron NAVI VIRT LED AHK K
audi,Audi A3,blau,05/2020,2020,24650,110,150,Automatik,Hybrid,2 l/100 km,47 g/km,99800.0,SPORTBACK*40*TFSI*E-TRON*S-LINE*SPORT*TÜV NEU
audi,Audi A4 allroad,blau,07/2020,2020,32995,140,190,Automatik,Diesel,5 l/100 km,132 g/km,75743.0,40 2.0 TDI quattro Avant 1.Hand LED P
audi,Audi e-tron,blau,10/2020,2020,46950,230,313,Automatik,Elektro,,276 km Reichweite,8471.0,"50 quattro  *VIRTUAL*NAVI*LUFT*19"" ALU*PDC"
audi,Audi A6,blau,01/2020,2020,44700,210,286,Automatik,Diesel,"5,8 l/100 km",150 g/km,46965.0,"Lim. 50 TDI quattro Sport PANO/AHK/ACC/KAM/20"""
audi,Audi Q5,blau,04/2020,2020,46880,180,245,Automatik,Benzin,9 l/100 km,203 g/km,22704.0,"design 45 TFSI qu. S tronic, S line Navi virt"
audi,Audi A6,blau,07/2020,2020,28900,120,163,Automatik,Diesel,"4,5 l/100 km",117 g/km,53000.0,Avant 35 TDI LED/KAMERA/NAVI/SHZ
audi,Audi SQ5,blau,09/2020,2020,56890,255,347,Automatik,Diesel,"6,8 l/100 km",177 g/km,30340.0,3.0 TDI quattro tiptronic S line Matrix LED+Led...
audi,Audi A4,blau,03/2020,2020,37480,180,245,Automatik,Benzin,"6,8 l/100 km",155 g/km,28760.0,Avant 45 TFSI quattro advanced Navi Pano LED
audi,Audi TT,blau,03/2020,2020,36480,145,197,Automatik,Benzin,"6,1 l/100 km",138 g/km,42080.0,Coupe 40 TFSI LEDER LED NAVI B & O Kamera
audi,Audi S4,blau,04/2020,2020,52880,255,347,Automatik,Diesel,"6,2 l/100 km",162 g/km,55900.0,TDI LED ACC Kamera Pano Stdhzg  EPH+
audi,Audi RS Q3,blau,05/2020,2020,52990,294,400,Automatik,Benzin,"9,9 l/100 km",223 g/km,32200.0,2.5TFSI qua S-Trc B&O Pano Navi LED Virtua
audi,Audi A6,blau,09/2020,2020,54190,185,252,Automatik,Hybrid,"1,9 l/100 km",44 g/km,37000.0,55 TFSI e quattro S line Navi/ACC/Virtual/Kam
audi,Audi A4,blau,09/2020,2020,29280,140,190,Automatik,Diesel,"5,3 l/100 km",140 g/km,47077.0,Avant 40 TDI Quattro S-Tronic ADVANCED  19 ZOLL  M
audi,Audi A3,blau,02/2020,2020,21900,85,116,Schaltgetriebe,Benzin,"4,9 l/100 km",113 g/km,20700.0,"sport 30 TFSI , Limousine"
audi,Audi Q5,blau,08/2020,2020,47348,210,286,Automatik,Diesel,"8,4 l/100 km",220 g/km,49615.0,50 TDI qu. S Line*Matrix*HUD*AHK*Kamera*Tour*Stadt
audi,Audi SQ5,blau,02/2020,2020,55488,255,347,Automatik,Diesel,,- (g/km),49165.0,"Pano, HUD, AHK, Assist, B&O, Standheizung"
audi,Audi A8,blau,10/2020,2020,79990,320,435,Automatik,Diesel,"7,2 l/100 km",190 g/km,25600.0,60 TDI qu. |Matrix|ACC|AIR sport|B&O|
audi,Audi S4,blau,02/2020,2020,43491,255,347,Automatik,Diesel,"6,3 l/100 km",165 g/km,97600.0,Avant 3.0 TDI quattro S Sportsitze/Matrix/ACC
audi,Audi S3,blau,04/2020,2020,35850,221,300,Automatik,Benzin,"8,3 l/100 km",188 g/km,56325.0,TFSI S tronic ACC Pano Navi VC B&O
audi,Audi A3,blau,01/2020,2020,23990,110,150,Automatik,Benzin,5 l/100 km,115 g/km,35000.0,35 TFSI cod S line CarPlay/Temp/LED/Shzg/Klim
audi,Audi e-tron,blau,11/2020,2020,48700,230,313,Automatik,Elektro,,0 g/km,22000.0,50 quattro advanced Modell 2021
audi,Audi Q7,blau,12/2020,2020,68280,250,340,Automatik,Hybrid,3 l/100 km,76 g/km,38500.0,55 TFSI e quattro S-Line Glasdach Leder Matrix
audi,Audi Q3,blau,09/2020,2020,27000,110,150,Schaltgetriebe,Diesel,"5,7 l/100 km",150 g/km,95000.0,35 TDI quattro S Line int. ACC Virtual  LED
audi,Audi Q2,blau,07/2020,2020,28099,110,150,Automatik,Benzin,"5,3 l/100 km",122 g/km,19999.0,Q2 35 TFSI S tronic sport
audi,Audi A3,blau,11/2020,2020,29480,110,150,Automatik,Benzin,,- (g/km),27000.0,Sportback MHEV LED-Matrix/VirCo/Pano/ACC/PDC/
audi,Audi A5,blau,04/2020,2020,35923,140,190,Automatik,Benzin,"5,9 l/100 km",136 g/km,31150.0,Sportback 40 TFSI S tronic advanced
audi,Audi Q3,blau,12/2020,2020,36999,169,230,Automatik,Benzin,,168 g/km,20000.0,45 TFSI quattro S tronic S line Pano Virtual
audi,Audi Q3,blau,03/2020,2020,38800,169,230,Automatik,Benzin,"7,6 l/100 km",173 g/km,35060.0,S line 45 TFSI qu.S tr. VIRTUAL NAVI LED PDC
audi,Audi RS3,blau,05/2020,2020,52950,294,400,Automatik,Benzin,"8,5 l/100 km",215 g/km,24883.0,RS3 Sportback quattro S tronic Sportabgas Pano
audi,Audi A4,blau,11/2020,2020,28490,120,163,Automatik,Diesel,"5,2 l/100 km","136,4 g/km",24646.0,Avant 35TDI S tronic NAVI+/PDC+/PHONEBOX/LED
audi,Audi A4,blau,02/2020,2020,29990,140,190,Automatik,Diesel,"5,3 l/100 km",139 g/km,81749.0,40 TDI advanced Matrix Navi Sportsitze
audi,Audi A4,blau,05/2020,2020,33900,140,190,Automatik,Diesel,"5,3 l/100 km",139 g/km,75400.0,advanced 40 TDI qu. S tr. NAVI RFK
audi,Audi Q5,blau,06/2020,2020,47347,270,367,Automatik,Hybrid,,45 km Reichweite,41855.0,"55 TFSI e qu. S line 20"" Raute B&O Pano HUD M"
audi,Audi A6,blau,04/2020,2020,39990,180,245,Automatik,Benzin,,0 g/km,33761.0,Avant 45 TFSI quattro*S-Line*Pano*1Hand*LED*
audi,Audi A5,blau,02/2020,2020,39746,180,245,Automatik,Benzin,"6,6 l/100 km",150 g/km,22200.0,Sportback 45 TFSI quattro advanced MATRIX Navi
audi,Audi A8,blau,04/2020,2020,65940,210,286,Automatik,Diesel,"5,7 l/100 km",151 g/km,24902.0,50 TDI 210 kW qu Akustikglas Top View Pano
audi,Audi Q5,blau,05/2020,2020,46900,180,245,Automatik,Benzin,"7,5 l/100 km",172 g/km,40642.0,45 TFSI qu. S tr. PANO RFK DAB
audi,Audi A4,blau,12/2020,2020,29900,140,190,Automatik,Diesel,"4,6 l/100 km",139 g/km,40000.0,Avant 40 TDI S tronic advanced Navi PDC LED
audi,Audi Q5,blau,07/2020,2020,41930,140,190,Automatik,Diesel,"7,1 l/100 km",186 g/km,68618.0,2.0 TDI quattro S tronic
audi,Audi A6,blau,09/2020,2020,45950,170,231,Automatik,Diesel,"5,7 l/100 km",150 g/km,21110.0,Avant sport 45 3.0TDI qu. AHK Leder Soundsystem
audi,Audi Q5,blau,04/2020,2020,42950,185,252,Automatik,Hybrid,2 l/100 km,46 g/km,56504.0,50 TFSI e quattro S-Line Tour Stadt VC Navi LED
audi,Audi A3,blau,01/2020,2020,24980,110,150,Automatik,Benzin,"6,9 l/100 km",156 g/km,65589.0,Limousine S line S TRON NAVI VIRT AHK LE
audi,Audi A5,blau,01/2020,2020,28540,140,190,Automatik,Diesel,"4,5 l/100 km",118 g/km,111008.0,Sportback 40 TDI S tronic Navi LED APS-Plus GRA...
audi,Audi A4 allroad,blau,06/2020,2020,34990,140,190,Automatik,Diesel,"5,2 l/100 km",137 g/km,71405.0,40 TDI Quattro*PANO*LED*ACC*B&O*NAVI
audi,Audi TTS,blau,11/2020,2020,49990,225,306,Automatik,Benzin,8 l/100 km,"181,3 g/km",11069.0,Coupe 2.0 TFSI S-Tronic MATRIX LED B&O Assistenz N
audi,Audi A4,blau,05/2020,2020,26790,120,163,Automatik,Diesel,"5,3 l/100 km","139,4 g/km",64640.0,Avant 35 TDI S-Tronic *LED*NAVI*LEDER*ACC*TOUR*
audi,Audi Q8,blau,12/2020,2020,79980,210,286,Automatik,Diesel,"8,8 l/100 km",230 g/km,59811.0,50 TDI quattro SHZ AHK ACC HUD B&O STANDHZ
audi,Audi A3,blau,07/2020,2020,23800,110,150,Automatik,Hybrid,2 l/100 km,46 g/km,24185.0,40 e-tron sport (EURO 6d)
audi,Audi A4,blau,03/2020,2020,35797,140,190,Automatik,Diesel,"5,3 l/100 km",139 g/km,38054.0,Avant 40 TDI quattro S line Allrad Navi digitales
audi,Audi S4,blau,02/2020,2020,52880,255,347,Automatik,Diesel,"6,3 l/100 km",165 g/km,36715.0,Avant TDI TIPTRONIC MATRIX LED AHK NAV STHZ   SHZ
audi,Audi A6,blau,12/2020,2020,40980,220,299,Automatik,Hybrid,"1,9 l/100 km",43 g/km,29390.0,2.0 TFSIe Q. HD-Matrix Navi S-Line DAB
audi,Audi e-tron,blau,11/2020,2020,66690,300,408,Automatik,Elektro,,0 g/km,27500.0,"55 Q 2 x S line MATRIX ACC 21"" PANO LUFT"
audi,Audi S7,blau,04/2020,2020,55890,257,349,Automatik,Diesel,8 l/100 km,209 g/km,137590.0,3.0 TDI quattro Navi Matrix Alu B&O
audi,Audi A3,blau,06/2020,2020,23990,110,150,Automatik,Benzin,5 l/100 km,149 g/km,55000.0,35 TFSI cod Sport CarPlay/ACC/LED/Shzg
audi,Audi A3,blau,01/2020,2020,23980,110,150,Automatik,Benzin,"6,9 l/100 km",156 g/km,65589.0,Limousine S line S TRON NAVI VIRT B&O LEDE
audi,Audi Q5,blau,01/2020,2020,43505,270,367,Automatik,Hybrid,"2,4 l/100 km",53 g/km,77900.0,55 TFSI e quattro S tronic S line Luft Pano
audi,Audi A4,blau,02/2020,2020,31980,140,190,Automatik,Benzin,"7,3 l/100 km",166 g/km,66080.0,"advanced 40 TFSI S tr., S line Navi LED"
audi,Audi Q3,blau,07/2020,2020,29980,110,150,Schaltgetriebe,Benzin,"6,3 l/100 km",145 g/km,28000.0,35 TFSI MMI Navi Audi virtual cockpit Multifu
audi,Audi e-tron,blau,10/2020,2020,59950,300,408,Automatik,Elektro,,394 km Reichweite,13100.0,55 qu. advanced LED HEAD-UP NACHTSICHT LUFT UMGEBU
audi,Audi A6,blau,02/2020,2020,34899,120,163,Automatik,Diesel,"4,3 l/100 km",112 g/km,143200.0,Lim. 35 TDI S tronic S line Pano/Leder/Standh
audi,Audi A6,blau,01/2020,2020,49899,250,340,Automatik,Benzin,"7,4 l/100 km",174 g/km,38984.0,sport 55 TFSI QU*SLINE*360*B&O*HD-LED
audi,Audi RS Q8,blau,02/2020,2020,179900,588,799,Automatik,Benzin,"12,1 l/100 km",277 g/km,64999.0,RS Q8 4.0 TFSI quattro *800PS TÜV* URBAN
audi,Audi TTS,blau,08/2020,2020,46250,225,306,Automatik,Benzin,"7,6 l/100 km",165 g/km,34850.0,TFSI S tr. SIDE RFK MATRIX B&O NAVI
audi,Audi Q5,blau,10/2020,2020,39947,170,231,Automatik,Diesel,"8,3 l/100 km",217 g/km,46922.0,45 TDI qu. Sport S line AHK LED Leder Navi As
audi,Audi S7,blau,05/2020,2020,79980,257,349,Automatik,Diesel,"6,5 l/100 km",208 g/km,32085.0,3.0 TDI quattro tiptronic LM21 Matr
audi,Audi e-tron,blau,02/2020,2020,61880,300,408,Automatik,Elektro,,0 g/km,28694.0,"55 quattro (HuD,Matrix,Navi+,ACC,Luftfw.,so"
audi,Audi Q5,blau,09/2020,2020,44777,220,299,Automatik,Hybrid,,0 g/km,58000.0,50 TFSI E Quattro S-LINE SPORT / PANORAMA LED
audi,Audi e-tron,blau,10/2020,2020,77800,370,503,Automatik,Elektro,,347 km Reichweite,35800.0,Sportback S quattro l 360° l MATRIX-LED l  Virtual
audi,Audi Q5,blau,05/2020,2020,36990,170,231,Automatik,Diesel,"6,3 l/100 km",165 g/km,157230.0,45 TDI quattro Sport/Virtual/ACC/Kamera/B&O/
audi,Audi e-tron,blau,03/2020,2020,56990,300,408,Automatik,Elektro,,359 km Reichweite,71011.0,55 quattro S line LED NAVI PANORAMAD.  ACC
audi,Audi A6,blau,12/2020,2020,41920,220,299,Automatik,Hybrid,"1,9 l/100 km",42 g/km,11606.0,50 TFSIe quattro S tronic ACC
audi,Audi e-tron,blau,09/2020,2020,49888,230,313,Automatik,Elektro,,280 km Reichweite,29858.0,Sportback 50 quattro S-Line*21Zoll*Navi+*VC*Pano
audi,Audi A6 allroad,braun,05/2020,2020,59980,210,286,Automatik,Diesel,"7,6 l/100 km","199,4 g/km",38450.0,50TDI quattro MATRIX NAVI B&O HUD
audi,Audi SQ7,braun,02/2020,2020,94870,320,435,Automatik,Diesel,"9,5 l/100 km",250 g/km,60869.0,4.0+MATRIX+BOSE+LEDER+HU+PANO+
audi,Audi A6 allroad,braun,06/2020,2020,44520,170,231,Automatik,Diesel,"7,4 l/100 km",193 g/km,93200.0,45 TDI quattro tiptronic Navi LED AHK
audi,Audi Q7,braun,12/2020,2020,60180,210,286,Automatik,Diesel,8 l/100 km,209 g/km,43500.0,50 TDI qu S tronic *Matrix*Virtual*B&O*Navi+*Kamer
audi,Audi Q7,braun,03/2020,2020,61360,170,231,Automatik,Diesel,"8,2 l/100 km",215 g/km,82371.0,45 TDI Q PANO MATRIX AHK HUD KAMERA
audi,Audi A6,braun,01/2020,2020,37990,170,231,Automatik,Diesel,,145 g/km,138500.0,45 TDI*QUAT*AUTO*VIRT*PANO*NAVI*LED*LEDER*VOL
audi,Audi A6,braun,09/2020,2020,42880,210,286,Automatik,Diesel,"5,8 l/100 km",150 g/km,51500.0,"design 50 TDI Quattro / LED, AHK"
audi,Audi A6 allroad,braun,03/2020,2020,47750,210,286,Automatik,Diesel,"7,6 l/100 km",199 g/km,80554.0,A6 allroad 50 TDI qu tiptr AHK Matrix Navi Luft
audi,Audi A6,braun,12/2020,2020,41550,196,266,Automatik,Benzin,"6,7 l/100 km",165 g/km,14250.0,45TSFI/STronic/VirtCoc/ledersitze
audi,Audi Q7,braun,09/2020,2020,73888,280,381,Automatik,Hybrid,,39 km Reichweite,38195.0,55TFSIe Q S LINE/BLACK/21Z/ACC/LUFT/LASER/HuD
audi,Audi A6,braun,05/2020,2020,44980,170,231,Automatik,Diesel,"5,9 l/100 km",155 g/km,55000.0,Avant 45 TDI qu. Navi+LED+19''+VC+Kamera+Leder+PDC
audi,Audi A6,braun,04/2020,2020,37950,150,204,Automatik,Diesel,"4,4 l/100 km",116 g/km,72084.0,´A6 Avant 40 TDI quattro S line
audi,Audi RS4,braun,12/2020,2020,76330,331,450,Automatik,Benzin,"10,7 l/100 km",249 g/km,23000.0,RS 4 Avant 331(450) kW(PS) tiptronic
audi,Audi A6 allroad,braun,02/2020,2020,51890,170,231,Automatik,Diesel,"5,8 l/100 km",152 g/km,30550.0,"A6 allroad 45 TDI q. Tiptr., HD Matrix LED, Luft"
audi,Audi A6,braun,03/2020,2020,49890,270,367,Automatik,Hybrid,"1,9 l/100 km",43 g/km,63300.0,"55 TFSI e q. S-Tronic Sport, Matrix"
audi,Audi A4,braun,05/2020,2020,29990,110,150,Automatik,Benzin,6 l/100 km,129 g/km,47100.0,35 TFSI S-tronic advanced LED/Standhzg/
audi,Audi A4 allroad,braun,04/2020,2020,39940,210,286,Automatik,Diesel,"6,1 l/100 km",160 g/km,107219.0,qu 50 TDI AHK ACC Matrix Pano 360°
audi,Audi A6,braun,12/2020,2020,46448,220,299,Automatik,Hybrid,"1,6 l/100 km",35 g/km,9642.0,50 TFSI e qu. sport LED Virtual Nav
audi,Audi A6,braun,04/2020,2020,49960,210,286,Automatik,Diesel,"5,8 l/100 km",150 g/km,52721.0,"50 TDI quattro S line Panorama,20Zoll,Head-up"
audi,Audi A6,braun,03/2020,2020,37980,170,231,Automatik,Diesel,"5,9 l/100 km",155 g/km,89783.0,Avant design 45 TDI quattro tiptronic + AHK
audi,Audi A6,braun,05/2020,2020,36950,150,204,Automatik,Diesel,"4,4 l/100 km",116 g/km,76470.0,Avant 40 TDI quattro S line
audi,Audi A5,braun,05/2020,2020,45900,180,245,Automatik,Benzin,7 l/100 km,160 g/km,68060.0,A5 Cabrio S line 45 TFSI qu.  S tr. AHZV HUD RFK
audi,Audi Q7,braun,12/2020,2020,59980,210,286,Automatik,Diesel,8 l/100 km,209 g/km,43500.0,50 TDI qu S tronic *Matrix*Virtual*B&O*Navi+*Kamer
audi,Audi Q5,braun,01/2020,2020,36370,170,231,Automatik,Diesel,8 l/100 km,208 g/km,87036.0,45 quattro CAM LM19 XENON EKLAPPE SITZHEIZUNG
audi,Audi Q5,braun,01/2020,2020,44850,210,286,Automatik,Diesel,"8,4 l/100 km",221 g/km,66014.0,50 TDI quattro tiptronic S line LED Panorama
audi,Audi A6,braun,03/2020,2020,41900,210,286,Automatik,Diesel,"5,9 l/100 km",155 g/km,141000.0,"Avant 50 TDI Quattro Sport,S-Line, Matrix-LED"
audi,Audi Q5,braun,09/2020,2020,39947,270,367,Automatik,Hybrid,,45 km Reichweite,48680.0,"55 TFSI e qu. S line 21"" AHK Luftfahrw. Matri"
audi,Audi A3,bronze,12/2020,2020,128780,110,150,Schaltgetriebe,Benzin,"4,8 l/100 km",114 g/km,33128.0,Limousine advanced 35 TFSI Nav/ACC/sound/PhoneBox
audi,Audi Q7,gelb,03/2020,2020,64880,270,367,Automatik,Hybrid,3 l/100 km,69 g/km,50316.0,55 TFSI e quattro Matrix Navi HuD ACC AHK
audi,Audi A1,gelb,01/2020,2020,18970,85,116,Schaltgetriebe,Benzin,"4,9 l/100 km",111 g/km,28715.0,"Sportback 30 TFSI S line PDC,GRA,Sitzh.,bluetoo"
audi,Audi A1,gelb,02/2020,2020,28950,110,150,Automatik,Benzin,"5,1 l/100 km",116 g/km,18167.0,Sportback 35 TFSI S tronic line LED VIRTUAL NAVI P
audi,Audi A1,gelb,12/2020,2020,24440,81,110,Automatik,Benzin,"6,1 l/100 km",138 g/km,17900.0,Sportback S line 30 TFSI S tronic Black LED PDC Si
audi,Audi A3,gelb,12/2020,2020,31970,110,150,Automatik,Hybrid,,65 km Reichweite,37095.0,Sportback 40 TFSI e S tronic advanced LED
audi,Audi TT,gelb,06/2020,2020,35970,180,245,Automatik,Benzin,"6,7 l/100 km",171 g/km,38000.0,45 TFSI°S-Line°Navi°Virtual°RFK°PDC°Spur°SHzg
audi,Audi RS3,gelb,10/2020,2020,52200,294,400,Automatik,Benzin,"8,5 l/100 km",- (g/km),33800.0,Limousine Quattro S-tronic NEUWERTIG MIT GARANTIE
audi,Audi A1,gelb,04/2020,2020,22090,110,150,Schaltgetriebe,Benzin,"5,5 l/100 km",142 g/km,17018.0,citycarver 35 TFSI ACT*LED*TEMPO*PDC*
audi,Audi A1,gelb,06/2020,2020,23450,85,116,Automatik,Benzin,"4,9 l/100 km",111 g/km,19400.0,Sportback 30 TFSI advanced LED NAV PDC+ SHZ
audi,Audi A1,gelb,02/2020,2020,30990,147,200,Automatik,Benzin,,- (g/km),21076.0,Sportback 2.0 TFSI * S Line * LED *Automatik
audi,Audi A3,gelb,12/2020,2020,23900,110,150,Schaltgetriebe,Benzin,"4,9 l/100 km",113 g/km,85500.0,"Sportback 35 TFSI advanced ""NEUES MODELL!"""
audi,Audi A3,gelb,12/2020,2020,19900,85,116,Schaltgetriebe,Diesel,,105 g/km,110000.0,30 TDI Sportback*Kamera*ACC*Gelb Metallic
audi,Audi R8,gelb,03/2020,2020,180000,456,620,Automatik,Benzin,"13,4 l/100 km",305 g/km,5600.0,R8 Spyder V10 performance 5.2 FSI quattro S tronic
audi,Audi A3,gelb,12/2020,2020,37990,150,204,Automatik,Hybrid,"1,4 l/100 km",31 g/km,19987.0,SB 40 TFSI e S line MATRIX B&O Navi ACC Pano
audi,Audi TTS,gelb,01/2020,2020,49500,225,306,Automatik,Benzin,"7,2 l/100 km",- (g/km),14300.0,Audi TT Roadster TFSI quattro S tronic
audi,Audi A1,gelb,06/2020,2020,23650,85,116,Automatik,Benzin,"4,9 l/100 km",111 g/km,19400.0,Sportback 30 TFSI advanced LED NAV PDC+ SHZ
audi,Audi Q5,gelb,10/2020,2020,42780,170,231,Automatik,Diesel,"8,3 l/100 km",217 g/km,102900.0,40 TDI quattro MATRIX-LED PDC KAMERA
audi,Audi A1,gelb,04/2020,2020,19950,85,116,Schaltgetriebe,Benzin,"5,4 l/100 km",122 g/km,33000.0,citycarver 1.0 TFSI
audi,Audi A1,gelb,03/2020,2020,26947,110,150,Automatik,Benzin,"6,3 l/100 km",143 g/km,24429.0,35 TFSI advanced S line LED Virtual
audi,Audi A3,gelb,11/2020,2020,31940,110,150,Automatik,Benzin,"4,8 l/100 km",111 g/km,9300.0,SB 1.5TFSI advanced APP PDC DAB BT SH
audi,Audi A1,gelb,07/2020,2020,24860,85,116,Automatik,Benzin,"6,2 l/100 km","141,9 g/km",10869.0,"Sportback 30 TFSI S-line, LED Scheinwerfer, Smart"
audi,Audi A1,gelb,02/2020,2020,21998,85,116,Automatik,Benzin,"4,9 l/100 km",111 g/km,39985.0,Sportback 30 TFSI LED|Navi|Sportsitze|SHZ|PDC
audi,Audi TTS,gelb,08/2020,2020,45980,225,306,Automatik,Benzin,"7,2 l/100 km",165 g/km,30170.0,Coupé quattro 2.0 TFSI MATRIX+Bang&Olufsen
audi,Audi A1,gelb,04/2020,2020,19960,70,95,Automatik,Benzin,"6,1 l/100 km",138 g/km,28000.0,25 TFSI LED/Interface/MMI/EPH/uvm.
audi,Audi A5,grau,03/2020,2020,32650,140,190,Automatik,Diesel,"4,5 l/100 km",119 g/km,46016.0,Sportback 40 TDI sport S tronic LED SHZ
audi,Audi e-tron,grau,10/2020,2020,47880,300,408,Automatik,Elektro,,0 g/km,19474.0,55 qu. LED|ACC|Air|Virtual|Kamera
audi,Audi R8,grau,09/2020,2020,144890,396,538,Automatik,Benzin,,0 g/km,7450.0,Spyder 5.2 FSI Virtual Cockpit Leder B&O 20 Zoll
audi,Audi Q7,grau,09/2020,2020,65100,210,286,Automatik,Diesel,"8,6 l/100 km",226 g/km,56700.0,50 TDI qu 5JGar Tour S line sport StHzg
audi,Audi A6,grau,04/2020,2020,32780,150,204,Automatik,Diesel,"6,1 l/100 km",159 g/km,87492.0,sport 40TDI Stronic Navi HD-Matrix-LED
audi,Audi A4,grau,11/2020,2020,36990,140,190,Automatik,Benzin,"5,9 l/100 km",136 g/km,76050.0,"40 TFSI *3x S line Black* LED+ 360°+ HUD+ 19"""
audi,Audi A4 allroad,grau,02/2020,2020,35450,140,190,Automatik,Diesel,"6,3 l/100 km",166 g/km,63351.0,quattro 2.0 TDI S-tronic AHK NAVI LED
audi,Audi A4,grau,06/2020,2020,39990,180,245,Automatik,Benzin,"6,7 l/100 km",153 g/km,63050.0,45 TFSI quattro *edition one* SCHALENSITZE
audi,Audi S5,grau,11/2020,2020,49230,255,347,Automatik,Diesel,7 l/100 km,184 g/km,44355.0,Sportback 3.0 TDI Quattro Tiptronic
audi,Audi A4,grau,01/2020,2020,29990,140,190,Automatik,Diesel,"5,3 l/100 km",140 g/km,100371.0,Avant 40 TDI quattro edition one LED NAVI ACC
audi,Audi A4,grau,10/2020,2020,33499,150,204,Automatik,Benzin,"6,4 l/100 km",154 g/km,33099.0,2.0 16V TFSI+AHK+LED+3-Zonen+SZH+ACC+DAB
